HAPPINESS,AGE,INCOME,EDUCATION,MARITAL_STATUS,GENDER,EMPLOYMENT_STATUS,HEALTH,RELIGION,SOCIAL_CONTACT,POLITICAL_VIEWS
Pretty Happy,42.0,33499.0,9.0,Married,Female,Employed,Good,Religious,9.0,Conservative
Very Happy,48.0,99855.0,8.0,Single,Female,Employed,,Religious,15.0,Conservative
Very Happy,,,18.0,Single,Female,Student,Good,Not Religious,12.0,Conservative
Pretty Happy,35.0,136882.0,18.0,Single,Male,Student,Excellent,Religious,,Moderate
Pretty Happy,53.0,98862.0,12.0,Single,Female,,Fair,Religious,9.0,
Pretty Happy,48.0,71458.0,9.0,Single,Female,Employed,Excellent,Religious,9.0,Moderate
Very Happy,35.0,75904.0,9.0,Single,Female,Retired,Fair,,14.0,Moderate
Very Happy,19.0,24260.0,14.0,Divorced,Male,Retired,Good,Not Religious,14.0,Conservative
Very Happy,63.0,144767.0,15.0,Married,Female,Unemployed,,Religious,7.0,Liberal
Pretty Happy,23.0,70835.0,17.0,Single,Female,Retired,,,3.0,
,25.0,54113.0,,Married,Male,,Good,Religious,7.0,Conservative
Pretty Happy,57.0,100311.0,11.0,Single,Male,Employed,Good,Not Religious,,Conservative
Pretty Happy,30.0,71435.0,8.0,Single,Male,Unemployed,Good,Not Religious,8.0,Conservative
Not Too Happy,47.0,51879.0,18.0,Married,Female,Employed,Good,,18.0,Liberal
Pretty Happy,84.0,64443.0,14.0,Single,Female,Retired,Excellent,,10.0,Liberal
Pretty Happy,75.0,68694.0,8.0,Married,Female,Unemployed,Excellent,,8.0,Liberal
Pretty Happy,58.0,69919.0,18.0,Single,Male,Employed,Fair,Religious,6.0,Liberal
Pretty Happy,81.0,,11.0,Married,,Employed,Good,,10.0,
Pretty Happy,62.0,27017.0,15.0,Single,Male,Employed,Good,Not Religious,1.0,
Not Too Happy,68.0,96931.0,9.0,Married,Male,Employed,Fair,Not Religious,4.0,Conservative
Not Too Happy,53.0,,13.0,Single,Female,Unemployed,Good,Religious,5.0,Moderate
Very Happy,25.0,132069.0,13.0,Married,Female,Employed,,Religious,11.0,Liberal
Not Too Happy,68.0,66927.0,19.0,Divorced,Female,Retired,Good,Religious,9.0,Liberal
Pretty Happy,19.0,149070.0,16.0,Divorced,Female,Employed,Excellent,Religious,15.0,Liberal
Very Happy,62.0,115699.0,12.0,Widowed,Male,Unemployed,,,7.0,Liberal
Pretty Happy,58.0,136532.0,17.0,Single,Male,,Good,Not Religious,4.0,Moderate
Not Too Happy,65.0,31968.0,11.0,Single,Female,Unemployed,Fair,Religious,0.0,Liberal
Pretty Happy,25.0,118722.0,12.0,Married,Female,Employed,Excellent,Not Religious,11.0,Liberal
Pretty Happy,38.0,113296.0,,Married,Male,Student,Good,Religious,1.0,Liberal
Pretty Happy,41.0,144408.0,19.0,Married,Male,Employed,Fair,Religious,,Moderate
Very Happy,27.0,118740.0,17.0,,,Employed,Excellent,Not Religious,4.0,Moderate
Very Happy,44.0,92359.0,18.0,Divorced,Female,Employed,Fair,Not Religious,9.0,Moderate
Very Happy,22.0,51856.0,12.0,Married,Male,Employed,,Religious,16.0,Moderate
Very Happy,34.0,28407.0,15.0,,Male,Student,Good,Not Religious,9.0,Conservative
,24.0,,17.0,Single,,Employed,Good,Religious,2.0,Liberal
Very Happy,61.0,149689.0,19.0,Single,Male,Retired,Fair,Religious,7.0,Moderate
Pretty Happy,38.0,34102.0,15.0,Married,Female,Retired,Excellent,Religious,18.0,Moderate
Very Happy,,100774.0,9.0,Married,Male,Employed,,Not Religious,18.0,Moderate
Pretty Happy,44.0,126602.0,14.0,Single,Female,Unemployed,Fair,Religious,16.0,Conservative
Not Too Happy,50.0,109436.0,15.0,Single,Female,Employed,Fair,Religious,2.0,Liberal
Pretty Happy,,75403.0,,Married,Female,Employed,Excellent,Religious,6.0,Moderate
Pretty Happy,41.0,,13.0,Single,Male,Employed,Good,,3.0,Liberal
Very Happy,39.0,,,Divorced,Female,Student,,Religious,17.0,Moderate
Very Happy,76.0,137990.0,18.0,Divorced,Female,Student,,Religious,15.0,
Very Happy,59.0,90451.0,16.0,Divorced,Female,Employed,Excellent,Religious,,Liberal
Very Happy,34.0,107318.0,10.0,Married,Female,Employed,Good,Religious,7.0,Moderate
,40.0,43852.0,19.0,Married,Male,Retired,Excellent,Not Religious,,Moderate
,55.0,54380.0,17.0,Single,Male,Employed,Fair,,,Liberal
Very Happy,67.0,95751.0,11.0,,Male,Retired,Fair,Not Religious,14.0,Moderate
Very Happy,65.0,,16.0,Married,Female,Employed,Good,,14.0,Moderate
Pretty Happy,64.0,70843.0,,,Male,Employed,,Not Religious,3.0,
Very Happy,49.0,29718.0,15.0,Married,Male,Retired,Excellent,Religious,,Moderate
Pretty Happy,38.0,78924.0,,Married,Male,,Good,Religious,2.0,Moderate
Pretty Happy,38.0,74217.0,18.0,Married,Male,Student,,Religious,6.0,Moderate
Pretty Happy,60.0,85606.0,9.0,Married,Male,Student,Good,Not Religious,1.0,Liberal
Very Happy,57.0,85317.0,10.0,Married,Male,Employed,Good,Not Religious,10.0,
Pretty Happy,28.0,48497.0,8.0,Single,Male,Employed,Good,Religious,13.0,Moderate
Pretty Happy,55.0,79029.0,16.0,Single,Male,Student,,,,
Very Happy,53.0,87339.0,14.0,Single,Male,Student,Excellent,Religious,4.0,Moderate
Not Too Happy,24.0,116002.0,8.0,Married,Male,Employed,Excellent,Religious,,Liberal
Not Too Happy,30.0,68858.0,10.0,Married,Female,Retired,Excellent,Religious,8.0,Moderate
Very Happy,74.0,70121.0,11.0,Single,Female,Employed,Good,Religious,17.0,Conservative
Very Happy,,99374.0,11.0,Single,Male,Employed,Fair,Not Religious,,Liberal
Not Too Happy,,78069.0,12.0,Single,Male,Retired,Fair,Religious,2.0,Conservative
,81.0,64109.0,10.0,,Female,Employed,Excellent,,15.0,Conservative
,48.0,62833.0,10.0,Divorced,Female,Student,Excellent,Religious,10.0,Liberal
Very Happy,26.0,28294.0,8.0,,Female,Employed,Excellent,,,Conservative
Pretty Happy,32.0,35441.0,14.0,Married,Female,Unemployed,Good,Religious,,Liberal
Pretty Happy,85.0,93237.0,18.0,,Male,Employed,Good,,14.0,Conservative
Pretty Happy,58.0,86994.0,17.0,Single,Male,Employed,Good,Religious,7.0,Moderate
Pretty Happy,53.0,27744.0,8.0,Married,Male,Unemployed,Excellent,Religious,7.0,Moderate
Pretty Happy,53.0,105616.0,9.0,Married,Female,Employed,Excellent,Religious,17.0,
Pretty Happy,43.0,116420.0,11.0,Single,Female,Employed,Excellent,Religious,8.0,Moderate
Very Happy,,66503.0,,Married,Female,Employed,,Religious,12.0,Liberal
Very Happy,,110938.0,12.0,Married,Male,Employed,Fair,Religious,0.0,Moderate
Pretty Happy,31.0,29150.0,18.0,Married,,Retired,Excellent,Religious,2.0,Liberal
Not Too Happy,57.0,107008.0,9.0,Divorced,,Employed,Good,Religious,17.0,Liberal
Pretty Happy,51.0,70033.0,11.0,Married,Male,Employed,,Religious,11.0,Liberal
Pretty Happy,53.0,79449.0,8.0,Widowed,Male,Employed,Fair,Religious,5.0,Moderate
,48.0,130110.0,9.0,Single,Female,Employed,,Religious,6.0,Liberal
Pretty Happy,,131362.0,8.0,Widowed,,Employed,Fair,Religious,10.0,Liberal
Pretty Happy,23.0,108550.0,17.0,Divorced,Female,Employed,Excellent,Religious,13.0,Liberal
Very Happy,20.0,118684.0,17.0,Married,Male,Employed,Good,Not Religious,12.0,Liberal
Very Happy,54.0,52429.0,11.0,,,,Fair,Religious,1.0,
Pretty Happy,33.0,118945.0,11.0,Married,Female,Retired,Excellent,Religious,8.0,Conservative
Very Happy,,113375.0,14.0,Married,Male,Employed,Good,Not Religious,0.0,Liberal
Pretty Happy,74.0,26122.0,17.0,Single,Female,Employed,Fair,Religious,17.0,
Very Happy,20.0,,18.0,Married,Female,Employed,Good,Not Religious,18.0,Moderate
Pretty Happy,74.0,,18.0,Married,Female,Employed,Excellent,Religious,20.0,Moderate
,25.0,84400.0,16.0,Married,Female,Employed,Excellent,Not Religious,2.0,Moderate
,,69104.0,16.0,Divorced,Female,Employed,Good,,5.0,Conservative
Pretty Happy,41.0,127888.0,12.0,Married,Male,Employed,,Religious,8.0,Liberal
Pretty Happy,52.0,131077.0,17.0,Married,Female,Employed,Good,Not Religious,17.0,Moderate
Pretty Happy,33.0,46134.0,8.0,Married,Male,Employed,Fair,Religious,13.0,Moderate
Pretty Happy,29.0,,8.0,Divorced,Male,Employed,Excellent,Religious,8.0,Moderate
Very Happy,64.0,109140.0,13.0,Single,Male,Employed,Fair,Not Religious,0.0,Conservative
Pretty Happy,79.0,102761.0,9.0,Married,Female,Employed,Good,Religious,4.0,Liberal
Pretty Happy,57.0,,15.0,Married,Female,Employed,Excellent,Religious,13.0,Moderate
Pretty Happy,77.0,101159.0,16.0,Married,Male,Employed,Fair,Religious,13.0,Moderate
Pretty Happy,21.0,,11.0,Married,Female,Employed,Fair,Religious,0.0,Liberal
Very Happy,18.0,128059.0,12.0,Divorced,Female,Employed,Good,Not Religious,8.0,Liberal
Very Happy,57.0,116189.0,,Single,Male,Employed,Fair,Not Religious,3.0,Moderate
Pretty Happy,22.0,81202.0,15.0,Married,Male,Employed,Fair,Religious,19.0,Conservative
,52.0,137719.0,10.0,Divorced,Female,Employed,Fair,Religious,10.0,Moderate
Pretty Happy,46.0,98836.0,12.0,Married,Male,Employed,Good,Religious,15.0,Conservative
Pretty Happy,,47945.0,10.0,Single,Female,Unemployed,Fair,Religious,10.0,Moderate
Not Too Happy,,,19.0,Divorced,Male,Employed,Poor,Not Religious,15.0,Liberal
Pretty Happy,64.0,37608.0,17.0,Married,Male,Employed,Fair,Religious,11.0,
Very Happy,76.0,62981.0,10.0,Single,Female,Retired,Excellent,Religious,2.0,Liberal
Very Happy,57.0,51647.0,10.0,Married,Female,Employed,Good,Not Religious,4.0,Liberal
Very Happy,52.0,118164.0,19.0,Married,Female,Employed,Good,Not Religious,11.0,Liberal
Very Happy,67.0,,14.0,Married,Female,Retired,Excellent,,9.0,Moderate
Very Happy,,50982.0,14.0,Married,Female,Retired,,Religious,15.0,Moderate
Very Happy,75.0,,14.0,,Female,Employed,Excellent,Religious,1.0,Liberal
Very Happy,49.0,27853.0,17.0,Divorced,Male,Employed,Excellent,Not Religious,2.0,Liberal
Very Happy,70.0,31193.0,15.0,Single,,Employed,Poor,Religious,,Liberal
Not Too Happy,36.0,66243.0,12.0,Divorced,Male,Employed,Good,Religious,6.0,Moderate
Very Happy,27.0,19709.0,12.0,Divorced,Female,,Excellent,Religious,0.0,
Pretty Happy,36.0,,11.0,Married,Male,,,Religious,12.0,Liberal
Pretty Happy,36.0,38182.0,14.0,Married,Female,Employed,Good,Religious,,Conservative
Not Too Happy,32.0,,17.0,Married,Male,Student,Excellent,Not Religious,9.0,Conservative
Very Happy,29.0,31812.0,11.0,Single,Female,Student,Poor,Not Religious,18.0,Liberal
Pretty Happy,,82605.0,9.0,Divorced,Female,Employed,Good,Not Religious,,Moderate
Not Too Happy,28.0,61855.0,11.0,Married,Male,Unemployed,Good,Religious,10.0,Liberal
Not Too Happy,44.0,52802.0,15.0,,Female,,Good,Not Religious,12.0,Moderate
Not Too Happy,43.0,62580.0,,Single,Male,Retired,Good,Not Religious,,Moderate
Very Happy,20.0,105263.0,10.0,Single,Female,Employed,Excellent,,,Liberal
Very Happy,81.0,59883.0,14.0,Married,Female,Employed,Excellent,Religious,4.0,Moderate
Pretty Happy,48.0,22850.0,19.0,Married,Male,,Good,Religious,20.0,Liberal
Not Too Happy,,138323.0,16.0,Married,Female,Employed,Fair,Not Religious,14.0,Liberal
Pretty Happy,37.0,,,Married,Male,,,Religious,9.0,Liberal
Pretty Happy,45.0,47258.0,11.0,Married,Male,Retired,Good,,12.0,Moderate
Very Happy,46.0,26322.0,17.0,Single,Female,Unemployed,Fair,Religious,1.0,Liberal
Pretty Happy,31.0,106017.0,10.0,Married,Male,Employed,Excellent,Not Religious,0.0,Liberal
Very Happy,,48965.0,12.0,Divorced,Female,Employed,Excellent,Religious,17.0,Liberal
Pretty Happy,35.0,127301.0,,Single,Female,Employed,Good,Not Religious,4.0,Liberal
Pretty Happy,56.0,24478.0,10.0,,Male,Retired,Good,,17.0,
Pretty Happy,,61324.0,15.0,Married,Female,Student,,Not Religious,17.0,Liberal
Very Happy,80.0,131584.0,18.0,,Male,,Good,Religious,17.0,Liberal
Very Happy,22.0,105710.0,15.0,Divorced,,Retired,Good,Religious,8.0,Moderate
Pretty Happy,81.0,49870.0,11.0,Married,Male,Employed,Good,Religious,12.0,Moderate
Very Happy,81.0,,9.0,,Male,,Excellent,,8.0,Conservative
Pretty Happy,68.0,131897.0,15.0,Single,Male,Employed,Good,Religious,1.0,Moderate
Very Happy,83.0,95491.0,15.0,Married,Male,,Fair,Religious,3.0,Liberal
Pretty Happy,38.0,63490.0,,Married,Female,Employed,Poor,Not Religious,15.0,Moderate
Pretty Happy,,87500.0,11.0,,Female,Employed,Fair,Religious,18.0,
Very Happy,71.0,,10.0,Married,Female,Retired,Good,Religious,13.0,Liberal
Pretty Happy,27.0,,9.0,,Female,Employed,Good,Religious,18.0,Conservative
Very Happy,54.0,93962.0,16.0,,Female,Employed,Good,Religious,10.0,Liberal
Very Happy,42.0,25651.0,,Divorced,Male,,Excellent,Not Religious,13.0,Conservative
Not Too Happy,58.0,104360.0,14.0,Single,Female,Employed,Excellent,,2.0,
Pretty Happy,33.0,76432.0,12.0,Single,Female,Employed,Good,Not Religious,0.0,Moderate
Not Too Happy,73.0,84039.0,15.0,Single,Male,Retired,Excellent,Religious,0.0,Conservative
,29.0,116923.0,11.0,Divorced,Female,Unemployed,Excellent,Religious,5.0,Moderate
Pretty Happy,68.0,92314.0,14.0,,Female,Student,Poor,Not Religious,,Liberal
Pretty Happy,60.0,27125.0,12.0,Divorced,Female,,Excellent,Religious,10.0,Moderate
Pretty Happy,56.0,106863.0,12.0,,Female,,Excellent,Religious,17.0,Liberal
Pretty Happy,64.0,73263.0,16.0,Single,Male,Retired,Excellent,Religious,15.0,Liberal
Pretty Happy,53.0,63336.0,16.0,Single,,Employed,Good,,18.0,Moderate
Pretty Happy,46.0,38028.0,16.0,Married,Male,Employed,Good,Religious,5.0,Liberal
Not Too Happy,48.0,140615.0,,Married,Female,Retired,,Religious,,Liberal
Not Too Happy,27.0,78602.0,13.0,Single,Male,Employed,Good,Religious,10.0,Moderate
Not Too Happy,81.0,38446.0,13.0,Married,Female,Employed,Fair,,13.0,
Very Happy,23.0,57406.0,12.0,Single,Male,Employed,Fair,Not Religious,10.0,Liberal
Pretty Happy,,114060.0,16.0,Married,Male,Employed,Poor,Religious,11.0,Liberal
Not Too Happy,34.0,122842.0,17.0,Married,Male,Employed,Fair,Religious,13.0,Liberal
Very Happy,28.0,134077.0,15.0,Married,,Employed,Good,Not Religious,14.0,Moderate
Very Happy,36.0,123072.0,,Married,Male,Retired,Excellent,Religious,,
Pretty Happy,53.0,115732.0,14.0,Single,Male,Student,Excellent,Religious,18.0,Moderate
Pretty Happy,78.0,36310.0,13.0,Married,Female,Employed,Excellent,,18.0,Liberal
Not Too Happy,18.0,23548.0,12.0,Widowed,Male,Employed,Good,Religious,1.0,Liberal
Very Happy,55.0,136862.0,11.0,Single,,Employed,Fair,Religious,5.0,Conservative
Pretty Happy,41.0,37545.0,10.0,Married,,Employed,Good,Religious,4.0,Liberal
,28.0,31711.0,10.0,Single,Female,,Excellent,Religious,0.0,
Very Happy,,51548.0,,Divorced,Male,,,Religious,1.0,Liberal
Very Happy,84.0,25257.0,11.0,Single,Female,Retired,Poor,Religious,11.0,Moderate
Not Too Happy,42.0,85442.0,19.0,Married,Female,Employed,Good,Religious,9.0,Moderate
Pretty Happy,68.0,113400.0,19.0,Divorced,Female,Employed,Fair,Religious,6.0,Liberal
Pretty Happy,54.0,109162.0,13.0,Single,,Employed,Fair,Not Religious,0.0,Liberal
Pretty Happy,50.0,71431.0,,Married,Female,Employed,Poor,Religious,9.0,Liberal
Not Too Happy,27.0,,11.0,Married,,Unemployed,Fair,Not Religious,1.0,Moderate
Pretty Happy,82.0,,16.0,,,Student,Fair,Religious,7.0,Moderate
Not Too Happy,69.0,90345.0,12.0,Married,Male,,Excellent,Not Religious,17.0,Moderate
Pretty Happy,,23983.0,14.0,Divorced,Female,Retired,Excellent,Not Religious,3.0,Moderate
Pretty Happy,18.0,53229.0,17.0,Married,Female,Employed,Good,Religious,6.0,Liberal
Pretty Happy,58.0,78993.0,9.0,Divorced,Male,Employed,Excellent,Religious,12.0,Liberal
Pretty Happy,20.0,,12.0,Single,Male,Employed,,Religious,7.0,Liberal
Pretty Happy,44.0,65094.0,16.0,Married,Female,,Excellent,Religious,17.0,Liberal
Pretty Happy,33.0,134199.0,18.0,Married,Female,Employed,Fair,Religious,9.0,Liberal
Very Happy,23.0,69928.0,10.0,,Male,Unemployed,Good,Not Religious,0.0,Moderate
,41.0,88050.0,16.0,Single,Female,Retired,,Religious,15.0,Moderate
Pretty Happy,43.0,41593.0,18.0,Single,Male,Employed,Poor,Religious,8.0,Conservative
Pretty Happy,59.0,90123.0,13.0,Married,Male,Employed,Good,Religious,10.0,Liberal
Not Too Happy,78.0,43012.0,11.0,Married,Female,Retired,Good,,3.0,Moderate
Pretty Happy,24.0,99673.0,,Married,Male,,Excellent,Not Religious,0.0,Conservative
Very Happy,46.0,119444.0,15.0,Single,Male,,Good,,12.0,Moderate
Not Too Happy,,102389.0,13.0,Married,Female,Employed,,Religious,,Liberal
Pretty Happy,46.0,41894.0,12.0,Married,Male,Student,Good,Religious,13.0,Liberal
Pretty Happy,38.0,103355.0,13.0,Single,Male,Employed,Good,Religious,12.0,Liberal
Very Happy,32.0,,12.0,Divorced,Female,Unemployed,,Not Religious,11.0,
Pretty Happy,72.0,72003.0,15.0,Married,Female,Employed,Fair,Religious,7.0,Moderate
Pretty Happy,83.0,73435.0,,Married,,Unemployed,,Religious,3.0,
Pretty Happy,23.0,80618.0,18.0,Single,Female,Employed,Good,Not Religious,2.0,Liberal
Not Too Happy,51.0,63998.0,14.0,Single,Male,Employed,Fair,Religious,12.0,Moderate
Pretty Happy,57.0,80468.0,17.0,Married,Female,Employed,Good,Not Religious,1.0,Moderate
Very Happy,21.0,29170.0,17.0,Divorced,Female,Employed,Good,Religious,16.0,Moderate
Pretty Happy,73.0,64836.0,18.0,Divorced,Female,Unemployed,Good,Not Religious,0.0,Moderate
Very Happy,,130967.0,9.0,Married,Female,Retired,Fair,Religious,7.0,Liberal
Pretty Happy,45.0,98162.0,16.0,Married,Female,Student,Good,Religious,16.0,Liberal
Very Happy,26.0,79839.0,8.0,Single,Male,Employed,,Religious,8.0,Liberal
Pretty Happy,46.0,75496.0,18.0,Single,Male,Retired,Good,Not Religious,5.0,Moderate
,28.0,128229.0,17.0,Married,Female,Unemployed,Good,Religious,0.0,
Not Too Happy,23.0,129644.0,13.0,Single,Female,Employed,Excellent,Religious,12.0,Liberal
Pretty Happy,24.0,92084.0,16.0,,,Employed,Good,Religious,3.0,Moderate
Not Too Happy,65.0,88266.0,8.0,Married,Male,Unemployed,Fair,Religious,14.0,
Very Happy,51.0,42704.0,11.0,Single,Female,Student,,Religious,4.0,Moderate
Not Too Happy,73.0,146863.0,11.0,Divorced,,Unemployed,Good,Not Religious,14.0,Liberal
Very Happy,,83737.0,16.0,Married,Female,Employed,Good,Religious,2.0,Liberal
Pretty Happy,34.0,75585.0,18.0,Married,Female,,Excellent,Religious,9.0,Conservative
Pretty Happy,46.0,120059.0,12.0,Married,Female,Employed,Fair,Religious,0.0,Moderate
Very Happy,79.0,23599.0,12.0,Divorced,,Retired,Fair,,10.0,Moderate
,27.0,100823.0,13.0,Widowed,Female,Retired,Excellent,Religious,10.0,Liberal
Pretty Happy,34.0,58212.0,8.0,Married,Female,Employed,,Religious,9.0,Liberal
Pretty Happy,18.0,134256.0,8.0,Single,Female,Retired,Fair,Religious,16.0,Liberal
,23.0,97851.0,16.0,Single,Female,Employed,Good,Religious,15.0,Conservative
Pretty Happy,61.0,143393.0,10.0,Single,Female,Student,Good,Not Religious,19.0,Conservative
Pretty Happy,31.0,98363.0,11.0,Married,,Employed,Excellent,Religious,8.0,Moderate
Very Happy,65.0,,8.0,,Female,Employed,,Religious,10.0,Liberal
Pretty Happy,66.0,,16.0,Married,Male,,Good,Not Religious,5.0,Conservative
Very Happy,53.0,140706.0,15.0,Single,Male,Employed,Fair,Not Religious,8.0,Moderate
Not Too Happy,52.0,86303.0,9.0,,Female,Employed,Good,Religious,,Moderate
Pretty Happy,71.0,23853.0,15.0,Divorced,Female,Employed,Good,Religious,17.0,Liberal
Pretty Happy,,42551.0,14.0,Married,Female,Employed,Excellent,Not Religious,5.0,Moderate
Pretty Happy,80.0,87038.0,18.0,Married,Female,Retired,Good,Religious,6.0,
Not Too Happy,81.0,42968.0,13.0,Single,Female,Employed,Excellent,Religious,7.0,Conservative
Very Happy,25.0,66263.0,8.0,Single,Female,Employed,Good,Religious,14.0,Moderate
Pretty Happy,46.0,90280.0,14.0,Married,Female,Employed,Fair,Religious,0.0,Liberal
Pretty Happy,28.0,57666.0,17.0,Married,Female,Retired,Excellent,Religious,8.0,Moderate
Pretty Happy,,103201.0,,Widowed,Male,,Excellent,Not Religious,7.0,Conservative
,72.0,,16.0,Married,Male,Student,Excellent,,13.0,Liberal
Not Too Happy,20.0,145376.0,8.0,Married,Male,Retired,Good,Religious,14.0,Liberal
Not Too Happy,82.0,44182.0,9.0,Divorced,Male,Employed,,Religious,0.0,Liberal
Pretty Happy,33.0,36997.0,18.0,,Female,Employed,Excellent,Religious,11.0,Moderate
Pretty Happy,40.0,150100.0,16.0,Married,Male,Employed,Poor,Not Religious,,Liberal
Not Too Happy,29.0,117648.0,16.0,Married,Male,Employed,Excellent,,0.0,
Pretty Happy,75.0,,13.0,Married,Male,Retired,Fair,Not Religious,17.0,Liberal
Very Happy,54.0,30084.0,13.0,Married,Male,Student,Good,,10.0,Conservative
Pretty Happy,19.0,,11.0,Married,Female,,Good,Religious,18.0,Liberal
,79.0,99872.0,11.0,Married,Female,Employed,Good,Not Religious,3.0,Liberal
Pretty Happy,30.0,,12.0,Married,Female,Retired,Good,Religious,3.0,
Pretty Happy,72.0,121610.0,10.0,Single,Male,Unemployed,Fair,Religious,2.0,Moderate
Not Too Happy,63.0,37179.0,8.0,,,Employed,Fair,Not Religious,3.0,
,44.0,65213.0,8.0,Married,Male,Employed,Good,Religious,13.0,Liberal
Pretty Happy,,43608.0,19.0,Divorced,Female,Employed,Excellent,Not Religious,16.0,Liberal
Very Happy,78.0,38172.0,14.0,Single,,Retired,Excellent,Not Religious,0.0,Moderate
Not Too Happy,29.0,34205.0,8.0,Married,Female,Employed,Fair,,11.0,Moderate
Not Too Happy,83.0,80787.0,8.0,Divorced,Male,Employed,Good,Religious,5.0,Moderate
Very Happy,42.0,90965.0,10.0,Married,Female,Student,Good,Religious,16.0,Moderate
Not Too Happy,68.0,123403.0,17.0,Married,Male,Unemployed,Good,Religious,,Moderate
,,56468.0,,Single,Male,Retired,Fair,Not Religious,10.0,Liberal
Pretty Happy,39.0,105916.0,11.0,Single,Female,Employed,Good,Not Religious,1.0,Conservative
Pretty Happy,49.0,134448.0,9.0,Married,Male,,Fair,Religious,3.0,
Pretty Happy,68.0,72189.0,8.0,Married,Male,Student,Fair,Religious,5.0,Liberal
Very Happy,72.0,54371.0,10.0,Single,Female,,Good,Religious,13.0,Liberal
Pretty Happy,41.0,30756.0,18.0,Married,Female,Employed,Excellent,Religious,7.0,Liberal
Not Too Happy,,,11.0,Divorced,Female,Employed,Fair,Not Religious,15.0,Liberal
Very Happy,58.0,149002.0,10.0,Married,Male,Employed,Good,Religious,17.0,Moderate
Pretty Happy,35.0,94103.0,15.0,Divorced,Male,,Poor,Not Religious,11.0,Moderate
Pretty Happy,,98157.0,17.0,Single,Male,Retired,Excellent,Religious,0.0,Moderate
